sp-km,sp-tekst-r,line_number
0.0,Rivage,42
0.9,Liotte,42
2.7,Belle-Roche,42
4.0,Strée,42
4.9,Hagoheid,42
5.7,Martinrive,42
8.2,Aywaille,42
9.4,La Falize,42
11.4,Remouchamps,42
13.4,Nonceveux,42
17.0,Quarreux,42
19.0,Lorcé-Chevron,42
21.4,Stoumont,42
27.4,La Gleize,42
30.4,Roanne-Coo,42
32.6,Coo,42
34.8,Trois-Ponts,42
40.7,Grand-Halleux,42
45.7,Rencheux,42
46.7,Vielsalm,42
48.3,Salmchateau,42
51.4,Cierreux,42
54.2,Bovigny,42
58.1,Gouvy,42
59.8,grens België - Luxemburg,42
