sp-km,sp-tekst-r,line_number
0.0,Schaarbeek,26
4.0,Haren,26
4.7,Bordet,26
5.8,Evere,26
6.3,Schaarbeek-Josaphat,26
8.6,Meiser,26
9.9,Merode,26
11.2,Delta,26
14.7,Boondaal,26
16.2,Sint-Job,26
19.5,Linkebeek Halle,26
19.7,Moensberg,26
21.4,Beersel,26
24.6,Huizingen,26
27.3,Noord-Halle,26
28.6,Halle,26
