sp-km,sp-tekst-r,line_number
0.0,Angleur,43
1.2,Streupas,43
2.7,Sauheid,43
4.7,Colonster,43
5.3,Sainval,43
6.9,Tilff,43
10.2,Méry,43
11.6,Hony,43
12.6,Esneux,43
14.2,Souverain-Pré,43
15.2,La Gombe,43
16.3,Poulseur,43
18.0,Chanxhe,43
20.1,Rivage,43
21.0,Comblain-au-Pont,43
23.4,Comblain-la-Tour,43
29.4,Hamoir,43
33.4,Sy,43
37.1,Bomal,43
40.4,Barvaux,43
44.2,Biron,43
49.9,Melreux-Hotton,43
54.0,Marenne,43
58.7,Marche-en-Famenne,43
62.0,Marloie,43
