sp-km,sp-tekst-r,line_number
0.0,Schaarbeek,28
1.5,Koninklijke Halte,28
1.7,Laken,28
1.9,Laken,28
2.8,Thurn-en-Taxis,28
4.7,Simonis 1 1,28
5.9,Brussel-West,28
7.7,Kuregem,28
8.5,Kuregem,28
8.9,Brussel-Zuid,28
