sp-km,sp-tekst-r,line_number
0.0,Ottignies,140
2.1,Céroux-Mousty,140
3.0,Court-Saint-Étienne,140
7.3,Faux,140
8.5,La Roche,140
12.0,Villers-la-Ville,140
13.4,Strichon-Mellery,140
15.6,Tilly,140
17.5,Marbisoux,140
19.0,Marbais,140
21.1,Ligny,140
24.0,Fleurus,140
26.2,Wangenies,140
28.9,Ransart,140
31.0,Bois-Noël,140
32.1,Lodelinsart,140
33.4,La Planche,140
34.8,Dampremy,140
35.6,Charleroi-WestMetro West,140
36.0,Marcinelle,140
