sp-km,sp-tekst-r,line_number
0.0,Mol,19
2.9,Gompel,19
4.7,Balen-Wezel,19
8.7,Balen-Werkplaatsen,19
10.7,Lommel-Werkplaatsen,19
13.8,Lommel,19
18.6,Overpelt-Werkplaatsen,19
21.5,Overpelt,19
22.8,Neerpelt,19
27.4,Sint-Huibrechts-Lille,19
30.9,Hamont,19
31.7,grens België - Nederland,19
