sp-km,sp-tekst-r,line_number
2.9,Kloosterheide,16
7.0,Berlaar,16
10.1,Melkouwen,16
11.2,Itegem,16
13.6,Heist-op-den-Berg,16
16.0,Heide-Lo,16
19.6,Booischot,16
22.1,Begijnendijk,16
