sp-km,sp-tekst-r,line_number
0.0,Schaarbeek,161
5.8,Brussel-Schuman,161
7.0,Brussel-Luxemburg,161
8.9,Etterbeek,161
30.0,Ottignies,161
34.1,Louvain-la-Neuve,161
45.0,Gembloers,161
62.0,Namen,161
