sp-km,sp-tekst-r,line_number
0.0,Manage,116
2.5,Bois-d'Haine,116
3.8,La Croyere,116
5.5,La Louvière-Gare Industrielle,116
5.8,Garocentre,116
6.6,La Louvière-Centrum,116
8.0,"La Paix",116
