sp-km,sp-tekst-r,line_number
0.0,Jette,60
1.0,Ganshoren,60
2.3,Zellik-Renbaan,60
5.4,Zellik,60
7.7,Walfergem,60
9.6,Asse,60
13.1,Mollem,60
15.5,Merchtem,60
16.7,Droeshout,60
19.1,Opwijk,60
21.8,Heizijde,60
24.1,Lebbeke,60
26.3,Sint-Gillis,60
27.5,Dendermonde,60
