sp-km,sp-tekst-r,line_number
0.0,Neffe,166
2.2,Anseremme,166
4.7,Walzin,166
7.2,Gendron-Celles,166
10.4,Château d'Ardenne,166
12.2,Houyet,166
17.5,Wiesme,166
22.2,Beauraing,166
25.0,Martouzin,166
27.2,Pondrôme,166
31.3,Thanville,166
35.3,Vonêche,166
37.0,Gedinne,166
45.4,Louette-Saint-Denis,166
49.3,Bièvre,166
51.6,Graide,166
55.2,Carlsbourg,166
56.3,Merny,166
58.2,Paliseul,166
60.3,Nollevaux,166
61.5,Offagne,166
65.2,Glaumont,166
68.3,Burhaimont,166
70.2,Bertrix,166
