sp-km,sp-tekst-r,line_number
2.4,Bois-du-Luc,118
4.2,Bracquegnies,118
6.2,Thieu,118
9.1,Havré,118
12.1,Obourg,118
16.6,Nimy,118
18.8,Bergen,118
