sp-km,sp-tekst-r,line_number
0.0,Namen,130
3.2,Ronet,130
4.8,Flawinne,130
8.6,Floreffe,130
10.9,Franière,130
13.5,Mornimont,130
14.4,Moustier,130
16.2,Ham-sur-Sambre,130
16.7,Jemeppe-sur-Sambre,130
19.3,Auvelais,130
21.4,Tamines,130
23.7,Aiseau,130
25.5,Tergnée,130
26.4,Farciennes,130
27.5,Le Campinaire,130
28.6,Pont-de-Loup,130
29.8,Châtelet,130
32.6,Couillet-Montignies,130
33.9,Couillet,130
36.6,Charleroi-Centraal,130
