sp-km,sp-tekst-r,line_number
0.0,Denderleeuw,89
2.1,Welle,89
3.9,Haaltert,89
6.5,Ede,89
11.2,Burst,89
13.0,Terhagen,89
14.3,Herzele,89
16.0,Hillegem,89
17.6,Leeuwergem,89
20.2,Zottegem,89
25.8,Roborst,89
27.5,Munkzwalm,89
30.0,Sint-Denijs-Boekel,89
32.5,Welden,89
34.7,Ename,89
41.0,Petegem,89
43.2,Elsegem,89
45.7,Anzegem,89
49.1,Sterhoek,89
53.8,Vichte,89
56.6,Deerlijk,89
59.8,Stasegem,89
