sp-km,sp-tekst-r,line_number
0.0,Gembloers,144
1.6,Chapelle-Dieu,144
5.1,Vichenet,144
7.1,Mazy,144
10.4,Onoz-Spy,144
12.9,Jemeppe-Froidmont,144
14.4,Jemeppe-sur-Sambre,144
