sp-km,sp-tekst-r,line_number
0.0,Brussel-Noord,27
2.4,Schaarbeek,27
7.2,Machelen,27
9.4,Vilvoorde,27
13.6,Eppegem,27
15.9,Weerde,27
19.5,Mechelen-Kanaal,27
20.4,Mechelen,27
22.0,Mechelen-Nekkerspoel,27
23.8,Vrouwvliet,27
28.9,Duffel,27
33.8,Kontich-Lint,27
36.2,Hove,27
38.2,Mortsel-Liersesteenweg,27
39.8,Mortsel,27
41.8,Antwerpen-Berchem,27
43.8,"Antwerpen-Centraal",27
