sp-km,sp-tekst-r,line_number
0.0,Leuven,35
3.8,Holsbeek,35
6.0,Putkapel,35
7.1,Rotselaar,35
9.1,Wezemaal,35
12.3,Gelrode,35
15.5,Aarschot,35
19.3,Langdorp,35
25.2,Testelt,35
28.1,Zichem,35
33.2,Diest,35
38.5,Zelem,35
41.1,Linkhout,35
43.2,Schulen,35
46.5,Spalbeek,35
48.3,Kermt-Dorp,35
49.9,Kermt,35
53.8,Hasselt,35
