sp-km,sp-tekst-r,line_number
0.0,Saint-Ghislain,78
2.6,Boussu-Haine,78
4.6,Hautrage,78
8.4,Ville-Pommerœul,78
11.1,Harchies,78
14.6,Blaton,78
16.5,Basècles-Groeven,78
20.3,Péruwelz,78
25.3,Callenelle,78
28.5,Maubray,78
32.5,Antoing,78
35.2,Vaulx,78
39.0,Doornik,78
