sp-km,sp-tekst-r,line_number
0.0,Angleur,43
6.9,Tilff,43
12.6,Esneux,43
16.3,Poulseur,43
20.1,Rivage,43
23.4,Comblain-la-Tour,43
29.4,Hamoir,43
37.1,Bomal,43
40.4,Barvaux,43
49.9,Melreux-Hotton,43
58.7,Marche-en-Famenne,43
62.0,Marloie,43
