sp-km,sp-tekst-r,line_number
0.0,Ottignies,140
2.1,Céroux-Mousty,140
3.0,Court-Saint-Étienne,140
8.5,La Roche,140
12.0,Villers-la-Ville,140
15.6,Tilly,140
21.1,Ligny,140
24.0,Fleurus,140
