sp-km,sp-tekst-r,line_number
0.0,Leuven,35
9.1,Wezemaal,35
15.5,Aarschot,35
25.2,Testelt,35
28.1,Zichem,35
33.2,Diest,35
43.2,Schulen,35
53.8,Hasselt,35
