sp-km,sp-tekst-r,line_number
0.0,Namen,162
2.1,Jambes-Oost,162
7.8,Naninne,162
10.9,Sart-Bernard,162
14.0,Courrière,162
16.7,Assesse,162
20.5,Natoye,162
29.0,Ciney,162
51.2,Marloie,162
57.6,Rochefort-Jemelle,162
89.7,Libramont,162
114.8,Marbehan,162
135.8,Aarlen,162
