sp-km,sp-tekst-r,line_number
0.0,Brussel-Noord,27
2.4,Schaarbeek,27
9.4,Vilvoorde,27
20.4,Mechelen,27
22.0,Mechelen-Nekkerspoel,27
41.8,Antwerpen-Berchem,27
43.8,Antwerpen-Centraal,27
