sp-km,sp-tekst-r,line_number
0.0,Brussel-Noord,25
2.4,Schaarbeek,25
9.4,Vilvoorde,25
13.6,Eppegem,25
15.9,Weerde,25
20.4,Mechelen,25
22.0,Mechelen-Nekkerspoel,25
26.5,Sint-Katelijne-Waver,25
28.9,Duffel,25
33.8,Kontich-Lint,25
36.2,Hove,25
38.1,Mortsel-Oude-God,25
41.8,Antwerpen-Berchem,25
43.8,Antwerpen-Centraal,25
