sp-km,sp-tekst-r,line_number
0.0,Schaarbeek,26
4.7,Bordet,26
8.6,Meiser,26
13.3,Etterbeek,26
14.7,Boondaal,26
16.2,Sint-Job,26
28.6,Halle,26
