sp-km,sp-tekst-r,line_number
0.0,Brussel-Noord,50
3.2,Bockstael,50
4.1,Jette,50
7.6,Sint-Agatha-Berchem,50
8.9,Groot-Bijgaarden,50
11.0,Dilbeek,50
13.7,Sint-Martens-Bodegem,50
16.7,Ternat,50
21.9,Liedekerke,50
23.8,Denderleeuw,50
26.7,Erembodegem,50
29.7,Aalst,50
34.5,Lede,50
40.3,Schellebelle,50
43.1,Wetteren,50
49.5,Melle,50
52.6,Merelbeke,50
55.6,Gent-Sint-Pieters,50
