sp-km,sp-tekst-r,line_number
0.0,Namen,162
29.0,Ciney,162
51.2,Marloie,162
57.6,Rochefort-Jemelle,162
89.7,Libramont,162
114.8,Marbehan,162
135.8,Aarlen,162
