sp-km,sp-tekst-r,line_number
0.0,Landen,21
2.2,Attenhoven,21
5.4,Velm,21
7.9,Halmaal,21
10.7,Sint-Truiden,21
13.1,Bornedries,21
15.5,Senselberg,21
17.3,Kortenbos,21
20.6,Hendrikstraat,21
22.3,Alken,21
23.9,Sint-Lambrechts-Herk,21
28.6,Hasselt,21
