sp-km,sp-tekst-r,line_number
0.0,Brugge,66
3.2,Sint-Michiels,66
7.2,Loppem,66
10.8,Zedelgem,66
12.9,Veldegem,66
18.9,Torhout,66
23.7,Lichtervelde,66
27.7,Gits,66
29.7,Beveren,66
32.4,Roeselare,66
34.8,Rumbeke,66
36.7,Kachtem,66
39.3,Izegem,66
42.4,Ingelmunster,66
45.6,Lendelede,66
47.2,Sint-Katerine,66
50.2,Heule,66
51.0,Heule Leiaarde,66
54.5,Kortrijk,66
