sp-km,sp-tekst-r,line_number
0.0,Tongeren,24
3.6,Vreren-Nerem,24
5.2,Glons-Haut,24
7.1,Boirs,24
9.3,Rukkelingen,24
11.3,Bitsingen,24
12.9,Wonck,24
21.0,Berneau,24
23.4,Weerst,24
26.6,Sint-Martens-Voeren,24
31.4,Remersdaal,24
37.0,Montzen,24
40.0,Geulthal,24
44.0,Botzelaer,24
44.5,Gemmenichertunnel,24
44.7,grens België - Duitsland,24
